"Hours","whyplay","Gender","Age","Work","Degree","GAD_T","SWL_T","SPIN_T","Anxiety_Type"
10,206,2,20,2,2,5,21,13,"No_Anxiety"
6,349,2,27,1,1,4,31,18,"No_Anxiety"
10,206,2,23,2,2,0,29,0,"No_Anxiety"
10,154,2,24,1,2,2,18,21,"SAD"
50,154,2,22,4,2,10,6,26,"Mixed_Anxiety"
10,154,2,22,3,2,4,29,8,"No_Anxiety"
20,154,2,21,2,2,6,7,45,"SAD"
10,321,2,27,2,1,3,21,12,"No_Anxiety"
20,206,2,20,2,2,6,13,39,"SAD"
30,349,2,25,2,4,8,27,14,"No_Anxiety"
20,154,2,19,2,2,2,18,8,"No_Anxiety"
40,206,2,23,4,5,7,15,39,"SAD"
20,154,1,22,2,5,7,24,16,"No_Anxiety"
29,154,2,20,1,2,4,27,3,"No_Anxiety"
21,206,2,18,3,3,6,11,29,"SAD"
17,154,2,19,3,2,5,18,18,"No_Anxiety"
10,206,2,28,2,5,12,7,20,"Mixed_Anxiety"
15,206,2,22,1,2,9,21,37,"SAD"
21,349,2,23,4,2,5,9,45,"SAD"
45,206,2,18,2,5,7,17,29,"SAD"
8,154,2,22,1,2,3,21,24,"SAD"
10,154,2,25,1,2,2,28,3,"No_Anxiety"
20,20,2,18,2,2,2,18,22,"SAD"
5,206,2,21,2,2,2,27,3,"No_Anxiety"
28,206,2,24,2,5,3,26,18,"No_Anxiety"
12,154,2,22,2,2,9,22,13,"No_Anxiety"
15,349,2,22,2,2,19,6,46,"Mixed_Anxiety"
10,206,2,26,1,5,6,29,0,"No_Anxiety"
40,206,2,18,2,2,2,15,17,"No_Anxiety"
11,349,2,31,1,2,1,30,13,"No_Anxiety"
20,154,2,22,2,2,5,22,3,"No_Anxiety"
16,154,2,21,2,2,6,16,17,"No_Anxiety"
15,206,2,18,4,2,1,17,11,"No_Anxiety"
14,154,2,20,1,5,10,10,27,"Mixed_Anxiety"
15,349,2,20,2,2,12,11,40,"Mixed_Anxiety"
20,206,1,19,3,2,7,15,17,"No_Anxiety"
18,206,2,19,4,2,16,11,20,"Mixed_Anxiety"
20,206,2,21,2,2,2,21,18,"No_Anxiety"
8,154,2,20,2,2,1,23,19,"SAD"
25,154,2,25,1,2,5,26,19,"SAD"
21,309,2,27,1,5,5,30,18,"No_Anxiety"
20,154,2,23,2,5,2,27,5,"No_Anxiety"
3,349,1,21,4,2,11,12,41,"Mixed_Anxiety"
30,206,2,18,1,2,0,23,8,"No_Anxiety"
20,154,2,25,2,5,16,19,38,"Mixed_Anxiety"
5,154,2,28,1,5,2,18,5,"No_Anxiety"
20,206,2,19,2,2,9,16,17,"No_Anxiety"
25,349,2,18,3,3,3,18,17,"No_Anxiety"
7,206,2,19,2,2,2,24,10,"No_Anxiety"
12,154,1,24,1,5,7,20,25,"SAD"
20,349,2,23,1,2,21,27,2,"GAD"
20,154,2,23,2,2,14,18,23,"Mixed_Anxiety"
20,309,2,29,1,2,3,16,9,"No_Anxiety"
8,154,2,21,1,5,2,10,50,"SAD"
12,349,2,22,2,2,0,26,9,"No_Anxiety"
28,309,2,24,2,1,1,30,6,"No_Anxiety"
20,154,2,18,1,1,4,20,7,"No_Anxiety"
60,206,2,18,2,2,7,25,17,"No_Anxiety"
5,206,2,22,2,2,1,29,17,"No_Anxiety"
28,309,2,19,2,2,5,22,11,"No_Anxiety"
20,300,2,19,2,2,21,14,40,"Mixed_Anxiety"
80,206,2,21,4,5,7,15,17,"No_Anxiety"
13,206,2,18,3,3,12,13,13,"GAD"
5,154,2,20,2,2,0,20,3,"No_Anxiety"
20,349,2,21,2,5,4,20,13,"No_Anxiety"
25,154,2,23,1,2,4,22,23,"SAD"
15,206,2,21,2,5,0,26,15,"No_Anxiety"
60,351,2,21,4,3,18,15,17,"GAD"
30,206,2,18,3,3,10,10,11,"GAD"
15,154,2,19,2,2,1,30,27,"SAD"
42,206,2,19,2,2,5,15,20,"SAD"
39,206,2,18,3,3,4,19,19,"SAD"
9,154,2,22,4,5,12,7,12,"GAD"
47,206,2,19,2,2,5,27,24,"SAD"
20,206,2,18,3,2,4,21,28,"SAD"
21,206,2,18,3,2,0,32,4,"No_Anxiety"
20,154,2,33,4,4,1,30,8,"No_Anxiety"
22,154,2,23,2,2,0,16,3,"No_Anxiety"
30,154,2,21,2,2,4,16,22,"SAD"
30,206,2,24,4,5,2,30,13,"No_Anxiety"
40,206,2,19,2,2,16,11,23,"Mixed_Anxiety"
12,152,1,18,3,3,9,9,42,"SAD"
30,154,2,23,2,2,4,25,9,"No_Anxiety"
35,154,2,20,3,3,4,13,22,"SAD"
20,154,2,21,2,2,3,24,20,"SAD"
28,206,2,20,2,3,8,23,5,"No_Anxiety"
27,349,2,20,1,2,0,23,5,"No_Anxiety"
20,206,2,20,2,2,6,5,35,"SAD"
4,154,2,23,1,5,3,24,22,"SAD"
7,206,2,23,1,5,3,16,43,"SAD"
20,154,2,22,4,5,3,12,17,"No_Anxiety"
4,349,1,19,2,2,7,16,19,"SAD"
35,349,2,18,1,4,7,29,42,"SAD"
14,309,2,19,2,2,5,14,34,"SAD"
20,206,2,25,1,2,7,11,10,"No_Anxiety"
120,206,2,23,1,2,17,16,52,"Mixed_Anxiety"
20,349,2,18,3,2,2,9,15,"No_Anxiety"
20,335,2,18,3,2,0,33,9,"No_Anxiety"
35,154,2,19,2,2,1,19,25,"SAD"
15,206,2,19,2,2,0,26,0,"No_Anxiety"
50,349,2,19,2,5,21,5,68,"Mixed_Anxiety"
12,154,2,19,2,2,3,14,23,"SAD"
22,206,2,20,2,2,10,19,7,"GAD"
10,154,2,25,1,2,1,28,4,"No_Anxiety"
20,154,1,27,1,5,2,29,46,"SAD"
21,154,2,18,2,2,10,12,27,"Mixed_Anxiety"
2,309,2,23,2,2,13,17,51,"Mixed_Anxiety"
75,349,2,18,3,3,4,9,40,"SAD"
15,154,2,20,2,2,6,18,7,"No_Anxiety"
20,154,2,19,1,2,3,20,39,"SAD"
5,154,2,22,2,5,8,16,18,"No_Anxiety"
20,154,2,19,2,2,2,27,15,"No_Anxiety"
7,309,2,18,2,3,12,31,13,"GAD"
16,349,2,21,2,2,0,31,3,"No_Anxiety"
21,206,2,42,1,5,1,23,7,"No_Anxiety"
20,309,2,23,1,2,21,7,19,"Mixed_Anxiety"
35,154,2,18,2,2,5,17,56,"SAD"
25,206,2,19,4,2,7,5,5,"No_Anxiety"
40,206,2,21,4,2,9,13,19,"SAD"
18,154,2,25,2,5,1,27,0,"No_Anxiety"
27,154,2,19,2,2,5,31,20,"SAD"
14,154,2,21,2,3,2,10,14,"No_Anxiety"
18,154,2,24,1,5,3,19,20,"SAD"
10,349,2,24,2,5,7,23,17,"No_Anxiety"
15,206,2,22,1,5,11,10,31,"Mixed_Anxiety"
28,206,2,21,4,2,10,13,9,"GAD"
30,206,2,22,1,1,5,33,8,"No_Anxiety"
21,154,2,33,1,2,0,9,18,"No_Anxiety"
25,349,2,18,2,3,8,14,26,"SAD"
16,206,2,22,4,2,14,9,31,"Mixed_Anxiety"
35,154,2,18,3,3,3,17,21,"SAD"
10,154,2,22,2,1,1,32,17,"No_Anxiety"
10,206,2,20,4,2,10,11,38,"Mixed_Anxiety"
14,206,2,22,2,5,15,11,13,"GAD"
15,154,2,28,2,2,8,6,17,"No_Anxiety"
28,154,2,20,4,2,13,16,52,"Mixed_Anxiety"
40,206,2,20,2,2,5,33,6,"No_Anxiety"
14,154,2,25,4,5,7,9,3,"No_Anxiety"
14,206,2,20,2,2,3,27,19,"SAD"
25,154,2,19,3,2,7,12,8,"No_Anxiety"
40,206,2,22,1,2,4,19,9,"No_Anxiety"
25,154,2,25,2,5,4,16,6,"No_Anxiety"
10,154,2,18,2,2,5,16,12,"No_Anxiety"
70,361,2,19,4,2,13,21,34,"Mixed_Anxiety"
35,206,2,24,1,5,3,27,16,"No_Anxiety"
10,116,2,21,1,2,4,18,30,"SAD"
30,349,2,27,1,5,2,19,13,"No_Anxiety"
45,154,2,22,2,2,0,22,4,"No_Anxiety"
24,154,2,19,2,2,4,32,27,"SAD"
20,349,2,19,2,2,1,29,7,"No_Anxiety"
6,206,2,20,2,2,12,28,23,"Mixed_Anxiety"
6,154,2,18,3,3,3,26,19,"SAD"
18,154,2,20,1,2,4,14,20,"SAD"
21,154,2,18,2,2,6,21,45,"SAD"
15,349,2,21,2,5,3,28,7,"No_Anxiety"
21,349,2,24,2,2,5,13,16,"No_Anxiety"
8,206,2,20,2,5,4,28,24,"SAD"
25,349,2,25,1,5,4,21,36,"SAD"
15,206,2,25,1,5,1,24,16,"No_Anxiety"
40,154,2,21,2,2,5,16,41,"SAD"
40,206,2,24,2,2,21,14,28,"Mixed_Anxiety"
18,387,2,19,4,2,1,26,4,"No_Anxiety"
50,349,2,21,2,2,4,9,25,"SAD"
20,154,2,18,3,3,13,10,27,"Mixed_Anxiety"
21,154,2,23,2,2,0,29,0,"No_Anxiety"
60,206,2,21,4,2,15,21,21,"Mixed_Anxiety"
17,154,2,20,4,3,16,6,5,"GAD"
15,206,2,23,1,5,2,19,15,"No_Anxiety"
20,206,2,18,1,5,1,25,9,"No_Anxiety"
14,154,2,19,2,2,4,31,11,"No_Anxiety"
16,206,2,21,2,5,11,9,18,"GAD"
14,206,2,23,1,5,2,23,10,"No_Anxiety"
16,349,2,23,2,2,7,13,20,"SAD"
20,154,2,23,2,2,4,29,13,"No_Anxiety"
25,154,2,22,2,2,2,9,11,"No_Anxiety"
70,206,2,26,4,2,21,11,60,"Mixed_Anxiety"
40,154,2,25,1,5,9,15,31,"SAD"
3,154,2,28,1,1,5,23,15,"No_Anxiety"
20,309,2,18,3,3,12,13,20,"Mixed_Anxiety"
22,154,2,20,2,2,7,15,28,"SAD"
15,206,2,18,3,3,4,24,20,"SAD"
15,349,2,23,2,5,5,30,3,"No_Anxiety"
14,154,2,18,3,2,5,24,8,"No_Anxiety"
15,206,2,18,2,2,12,22,40,"Mixed_Anxiety"
30,349,2,20,2,5,4,18,9,"No_Anxiety"
20,154,2,26,1,5,1,33,3,"No_Anxiety"
30,206,2,21,4,2,0,23,19,"SAD"
30,27,2,18,2,3,3,15,21,"SAD"
40,154,2,20,2,2,0,27,8,"No_Anxiety"
35,206,2,18,3,3,9,16,34,"SAD"
16,154,2,18,2,2,10,15,58,"Mixed_Anxiety"
20,310,2,18,1,2,0,15,11,"No_Anxiety"
5,206,2,20,2,2,3,30,2,"No_Anxiety"
30,154,2,19,1,2,0,22,18,"No_Anxiety"
20,154,2,21,2,2,0,18,14,"No_Anxiety"
80,206,2,20,2,2,2,15,6,"No_Anxiety"
15,349,2,18,2,2,2,21,8,"No_Anxiety"
20,309,2,19,3,3,0,26,20,"SAD"
15,154,2,19,2,2,2,29,2,"No_Anxiety"
12,206,2,18,3,3,0,13,4,"No_Anxiety"
5,154,2,20,2,5,8,15,9,"No_Anxiety"
30,349,2,38,1,2,12,11,40,"Mixed_Anxiety"
20,154,2,18,3,3,15,11,17,"GAD"
5,206,2,18,3,2,2,17,17,"No_Anxiety"
16,154,2,21,2,5,12,21,32,"Mixed_Anxiety"
20,154,2,20,2,2,3,24,14,"No_Anxiety"
25,206,2,21,2,5,9,24,30,"SAD"
40,206,2,19,2,2,5,19,17,"No_Anxiety"
30,154,2,21,1,2,4,16,27,"SAD"
20,206,2,24,3,2,10,12,56,"Mixed_Anxiety"
30,207,2,18,2,2,2,19,23,"SAD"
12,206,2,23,4,2,1,21,0,"No_Anxiety"
14,206,2,18,3,3,7,8,31,"SAD"
20,154,2,20,2,2,3,23,23,"SAD"
10,206,2,24,1,1,12,33,20,"Mixed_Anxiety"
22,206,2,19,2,2,7,14,12,"No_Anxiety"
21,349,2,21,2,1,0,30,0,"No_Anxiety"
5,206,2,21,2,2,5,19,7,"No_Anxiety"
8,349,2,18,2,2,2,24,6,"No_Anxiety"
20,154,2,19,2,2,12,23,26,"Mixed_Anxiety"
10,349,2,19,2,2,3,31,2,"No_Anxiety"
35,349,2,26,4,2,13,16,23,"Mixed_Anxiety"
25,154,2,22,1,1,1,31,4,"No_Anxiety"
8,154,2,25,1,1,1,24,7,"No_Anxiety"
20,349,3,21,2,1,0,21,2,"No_Anxiety"
5,206,3,18,2,2,19,6,51,"Mixed_Anxiety"
35,154,2,22,4,2,6,20,22,"SAD"
40,206,2,20,2,3,11,12,5,"GAD"
20,349,2,18,3,3,16,5,29,"Mixed_Anxiety"
35,154,2,18,3,2,2,26,17,"No_Anxiety"
15,154,2,25,2,2,3,12,11,"No_Anxiety"
10,206,2,21,1,2,0,21,21,"SAD"
10,154,2,26,2,2,11,10,14,"GAD"
20,167,2,18,3,3,0,24,17,"No_Anxiety"
15,206,2,22,1,5,2,28,1,"No_Anxiety"
35,349,2,18,3,2,5,16,17,"No_Anxiety"
10,206,2,23,1,5,8,14,40,"SAD"
30,349,2,19,2,2,5,27,24,"SAD"
80,206,2,18,4,2,17,7,65,"Mixed_Anxiety"
10,154,2,18,3,3,4,23,9,"No_Anxiety"
60,349,2,20,1,3,19,11,20,"Mixed_Anxiety"
30,206,2,19,2,2,7,17,31,"SAD"
20,206,2,24,1,2,2,10,9,"No_Anxiety"
28,206,2,18,3,2,7,24,16,"No_Anxiety"
30,154,2,19,2,5,6,16,3,"No_Anxiety"
10,349,2,19,3,3,6,13,48,"SAD"
40,309,2,19,2,2,0,30,15,"No_Anxiety"
2,309,2,18,3,3,2,9,13,"No_Anxiety"
42,206,2,23,4,2,4,16,11,"No_Anxiety"
15,206,2,18,1,2,6,29,41,"SAD"
15,154,2,18,3,3,2,26,29,"SAD"
35,154,2,22,2,2,1,21,2,"No_Anxiety"
24,206,2,19,2,3,1,24,17,"No_Anxiety"
18,206,2,21,2,5,2,24,28,"SAD"
3,154,2,20,2,2,0,23,18,"No_Anxiety"
10,154,2,22,2,5,8,7,9,"No_Anxiety"
3,206,1,21,2,2,11,24,23,"Mixed_Anxiety"
18,206,2,18,2,2,7,15,42,"SAD"
21,154,1,20,3,2,0,21,2,"No_Anxiety"
14,309,2,20,2,2,12,18,20,"Mixed_Anxiety"
20,206,2,22,2,2,7,20,6,"No_Anxiety"
20,206,2,20,2,2,2,29,11,"No_Anxiety"
5,154,2,21,5,2,2,17,1,"No_Anxiety"
10,349,2,23,2,2,0,30,31,"SAD"
8,349,2,33,1,5,3,16,11,"No_Anxiety"
70,206,2,20,4,5,21,7,4,"GAD"
20,206,2,19,2,2,1,14,2,"No_Anxiety"
20,154,1,23,2,5,11,17,33,"Mixed_Anxiety"
35,206,2,25,1,2,3,22,24,"SAD"
40,206,2,23,2,2,4,10,30,"SAD"
21,206,2,20,1,2,5,21,34,"SAD"
30,154,2,26,4,5,13,5,21,"Mixed_Anxiety"
2,206,2,33,1,1,5,17,8,"No_Anxiety"
10,309,2,18,3,2,12,15,17,"GAD"
10,349,2,20,2,2,0,17,0,"No_Anxiety"
100,206,2,18,4,2,2,24,5,"No_Anxiety"
10,154,2,19,2,2,4,26,34,"SAD"
25,206,2,24,1,1,2,33,12,"No_Anxiety"
30,154,2,18,3,3,0,14,18,"No_Anxiety"
60,206,2,19,2,2,0,32,23,"SAD"
7,154,2,25,1,1,1,34,3,"No_Anxiety"
5,206,2,23,1,5,8,17,6,"No_Anxiety"
15,206,2,18,2,5,8,15,16,"No_Anxiety"
15,349,2,21,1,2,3,17,17,"No_Anxiety"
35,206,2,20,2,2,6,21,21,"SAD"
6,154,2,18,2,2,0,13,18,"No_Anxiety"
16,206,2,20,2,2,3,17,15,"No_Anxiety"
15,154,2,18,2,2,13,9,22,"Mixed_Anxiety"
20,154,2,21,2,2,1,22,17,"No_Anxiety"
10,206,2,22,1,2,7,27,11,"No_Anxiety"
12,349,2,18,2,2,14,13,24,"Mixed_Anxiety"
25,154,2,18,3,3,4,29,18,"No_Anxiety"
7,309,2,21,2,5,8,16,15,"No_Anxiety"
25,206,2,20,2,2,6,15,21,"SAD"
20,154,2,23,1,5,1,29,10,"No_Anxiety"
13,154,2,18,2,3,4,26,26,"SAD"
6,154,2,21,2,1,5,24,16,"No_Anxiety"
30,206,2,19,4,2,2,13,7,"No_Anxiety"
35,206,2,18,3,2,1,27,18,"No_Anxiety"
5,154,2,18,2,5,3,15,25,"SAD"
21,349,2,23,1,5,10,13,40,"Mixed_Anxiety"
12,154,2,23,4,5,0,22,12,"No_Anxiety"
12,154,2,23,4,5,0,22,12,"No_Anxiety"
21,154,2,22,2,2,3,13,34,"SAD"
2,206,2,23,2,5,10,30,28,"Mixed_Anxiety"
20,206,2,20,2,2,10,32,42,"Mixed_Anxiety"
4,309,2,19,2,2,7,20,15,"No_Anxiety"
21,349,2,24,2,2,11,20,17,"GAD"
30,154,2,19,2,2,10,20,50,"Mixed_Anxiety"
28,349,2,23,1,5,6,25,22,"SAD"
30,349,2,26,2,1,2,14,9,"No_Anxiety"
25,154,2,21,2,5,2,23,44,"SAD"
60,206,1,29,1,2,8,10,26,"SAD"
30,206,2,21,2,2,0,17,17,"No_Anxiety"
18,46,2,18,2,2,3,22,16,"No_Anxiety"
14,349,2,18,3,3,5,25,27,"SAD"
25,206,2,18,3,3,2,28,18,"No_Anxiety"
30,349,2,18,2,2,5,35,40,"SAD"
14,206,2,20,1,2,8,23,22,"SAD"
20,349,2,18,3,3,3,15,29,"SAD"
20,154,2,26,1,5,0,25,5,"No_Anxiety"
16,309,2,18,3,3,3,29,13,"No_Anxiety"
3,154,2,19,2,2,1,29,10,"No_Anxiety"
14,154,2,21,2,1,1,29,7,"No_Anxiety"
28,206,2,21,2,2,7,26,23,"SAD"
25,206,2,18,3,3,6,22,23,"SAD"
28,154,2,27,4,2,5,11,19,"SAD"
16,206,2,20,2,2,1,20,13,"No_Anxiety"
14,206,2,22,1,2,4,21,9,"No_Anxiety"
15,206,2,23,2,2,9,10,22,"SAD"
4,154,2,18,3,2,6,8,31,"SAD"
20,154,2,26,1,5,9,19,17,"No_Anxiety"
40,154,2,18,1,3,4,30,13,"No_Anxiety"
15,349,2,26,1,5,4,18,5,"No_Anxiety"
21,154,2,19,4,2,1,16,32,"SAD"
18,154,2,21,2,2,2,26,13,"No_Anxiety"
15,206,2,18,2,2,0,25,19,"SAD"
21,206,2,18,3,3,7,25,42,"SAD"
5,154,1,26,2,1,4,28,25,"SAD"
8,154,2,18,3,3,9,9,14,"No_Anxiety"
10,206,2,19,2,2,5,28,25,"SAD"
20,154,2,26,2,1,1,14,4,"No_Anxiety"
50,206,2,22,4,2,4,23,19,"SAD"
20,206,2,18,2,2,1,22,10,"No_Anxiety"
40,206,2,21,2,2,1,29,18,"No_Anxiety"
10,206,1,26,1,5,1,35,11,"No_Anxiety"
20,206,2,18,3,3,3,19,5,"No_Anxiety"
25,206,2,29,1,2,6,19,52,"SAD"
14,206,2,20,2,3,3,21,2,"No_Anxiety"
10,349,2,19,2,2,7,13,45,"SAD"
5,309,2,18,4,2,11,22,19,"Mixed_Anxiety"
30,349,2,23,1,5,0,26,35,"SAD"
25,206,2,20,2,2,2,18,18,"No_Anxiety"
10,206,2,21,2,1,4,28,22,"SAD"
20,349,2,18,3,3,8,15,53,"SAD"
30,154,2,18,2,2,0,24,10,"No_Anxiety"
22,154,2,18,3,3,14,21,30,"Mixed_Anxiety"
25,154,2,20,2,2,5,8,22,"SAD"
35,206,2,23,2,5,2,28,13,"No_Anxiety"
3,206,2,22,2,5,5,24,5,"No_Anxiety"
10,206,1,25,2,5,3,23,16,"No_Anxiety"
4,309,2,21,2,5,0,20,17,"No_Anxiety"
24,349,2,23,4,3,4,26,12,"No_Anxiety"
20,154,2,29,4,5,0,30,2,"No_Anxiety"
20,206,2,22,1,2,10,15,27,"Mixed_Anxiety"
1,349,2,25,2,2,10,16,14,"GAD"
15,206,2,29,1,2,2,17,23,"SAD"
56,206,2,21,1,2,8,10,2,"No_Anxiety"
15,154,2,21,2,3,2,20,22,"SAD"
10,206,2,18,4,3,8,28,22,"SAD"
30,206,2,23,1,2,8,9,24,"SAD"
24,154,2,20,2,2,0,24,15,"No_Anxiety"
70,206,2,20,2,2,10,5,17,"GAD"
25,344,2,22,2,2,16,5,55,"Mixed_Anxiety"
16,206,2,18,2,2,3,27,19,"SAD"
14,154,2,21,2,5,1,31,14,"No_Anxiety"
21,206,2,22,2,3,1,15,10,"No_Anxiety"
12,154,2,24,1,1,1,12,21,"SAD"
15,19,2,18,3,3,3,27,11,"No_Anxiety"
20,206,2,26,1,2,13,15,30,"Mixed_Anxiety"
15,154,2,18,3,2,14,11,42,"Mixed_Anxiety"
30,154,2,18,4,2,5,23,13,"No_Anxiety"
10,154,2,23,2,5,4,32,2,"No_Anxiety"
21,154,2,22,2,5,9,18,15,"No_Anxiety"
50,349,2,19,1,2,10,20,40,"Mixed_Anxiety"
22,206,2,30,1,1,1,21,20,"SAD"
5,154,2,18,2,2,0,11,14,"No_Anxiety"
30,206,2,18,3,2,2,12,6,"No_Anxiety"
15,154,2,26,2,5,10,16,27,"Mixed_Anxiety"
12,154,2,22,2,2,0,28,21,"SAD"
7,154,2,20,2,5,4,32,5,"No_Anxiety"
20,349,2,18,3,3,14,13,50,"Mixed_Anxiety"
20,206,2,20,2,2,3,30,13,"No_Anxiety"
60,206,2,18,3,2,6,17,29,"SAD"
35,154,2,21,2,2,10,18,35,"Mixed_Anxiety"
8,206,2,22,2,2,5,26,23,"SAD"
40,349,2,18,3,2,6,25,34,"SAD"
5,206,2,24,2,2,14,18,17,"GAD"
30,206,2,31,1,5,3,18,13,"No_Anxiety"
7,154,2,19,2,2,4,28,38,"SAD"
16,206,2,18,3,3,13,11,40,"Mixed_Anxiety"
21,206,2,21,2,5,4,28,8,"No_Anxiety"
20,154,2,22,1,5,8,28,7,"No_Anxiety"
28,206,2,20,4,2,3,11,5,"No_Anxiety"
21,154,2,18,3,2,2,20,13,"No_Anxiety"
6,349,2,18,4,2,0,13,5,"No_Anxiety"
13,154,2,19,2,2,1,22,10,"No_Anxiety"
16,349,2,18,3,2,7,29,35,"SAD"
10,154,2,23,1,2,1,25,3,"No_Anxiety"
25,349,2,20,1,2,1,15,15,"No_Anxiety"
10,206,2,36,1,4,0,31,41,"SAD"
13,154,2,18,3,2,1,17,6,"No_Anxiety"
50,206,2,18,2,3,5,21,28,"SAD"
20,154,2,19,3,3,1,20,6,"No_Anxiety"
35,154,2,18,3,3,5,17,22,"SAD"
14,309,2,18,2,2,6,21,26,"SAD"
20,206,2,20,1,2,3,9,31,"SAD"
30,206,2,22,2,2,6,10,17,"No_Anxiety"
12,349,2,25,2,1,3,28,29,"SAD"
12,154,2,22,4,2,5,10,40,"SAD"
12,349,2,23,2,5,0,30,4,"No_Anxiety"
25,349,2,20,4,2,13,8,40,"Mixed_Anxiety"
30,349,2,18,3,2,4,20,19,"SAD"
20,206,2,20,3,2,2,31,0,"No_Anxiety"
50,154,2,20,4,2,15,8,10,"GAD"
10,154,2,21,2,2,7,21,68,"SAD"
2,154,2,21,2,2,1,25,7,"No_Anxiety"
25,154,2,20,2,5,1,24,15,"No_Anxiety"
50,206,2,18,2,2,8,12,32,"SAD"
20,154,2,18,1,2,3,25,10,"No_Anxiety"
34,206,2,37,1,2,5,22,39,"SAD"
28,206,2,24,1,5,0,23,4,"No_Anxiety"
40,154,2,22,1,5,3,14,20,"SAD"
21,206,2,18,3,3,2,13,17,"No_Anxiety"
40,206,2,20,2,2,1,19,8,"No_Anxiety"
20,154,2,26,1,2,0,25,10,"No_Anxiety"
10,206,2,20,2,2,8,28,38,"SAD"
40,154,2,18,1,2,0,23,39,"SAD"
30,206,2,18,2,3,1,17,5,"No_Anxiety"
38,206,2,26,1,5,2,19,2,"No_Anxiety"
5,154,2,19,3,2,0,22,8,"No_Anxiety"
28,154,2,18,3,2,0,18,40,"SAD"
18,154,2,20,2,2,3,25,15,"No_Anxiety"
2,206,2,20,2,2,5,17,26,"SAD"
5,32,2,21,2,2,4,14,35,"SAD"
15,206,2,24,2,2,4,10,9,"No_Anxiety"
40,154,2,19,2,5,13,20,5,"GAD"
20,206,2,18,3,3,5,30,15,"No_Anxiety"
10,206,2,18,3,2,5,27,17,"No_Anxiety"
10,154,2,21,2,2,12,22,23,"Mixed_Anxiety"
9,206,2,19,2,2,2,22,20,"SAD"
40,349,2,18,3,3,14,9,19,"Mixed_Anxiety"
20,206,2,18,3,3,5,30,15,"No_Anxiety"
18,154,2,21,2,5,2,28,8,"No_Anxiety"
25,349,2,26,1,1,13,18,18,"GAD"
19,361,2,22,1,2,6,10,11,"No_Anxiety"
35,206,2,22,4,2,19,8,32,"Mixed_Anxiety"
55,374,2,20,2,2,21,5,68,"Mixed_Anxiety"
5,154,2,24,2,5,2,22,4,"No_Anxiety"
20,154,2,19,2,2,2,22,23,"SAD"
3,206,2,27,1,2,7,15,48,"SAD"
20,154,2,18,2,2,11,12,21,"Mixed_Anxiety"
25,154,2,18,3,2,6,24,12,"No_Anxiety"
18,206,2,22,1,2,4,20,19,"SAD"
8,154,2,18,3,3,2,28,6,"No_Anxiety"
21,206,2,22,1,2,3,30,7,"No_Anxiety"
14,309,2,19,3,2,0,25,17,"No_Anxiety"
19,206,2,23,2,2,1,30,8,"No_Anxiety"
20,206,2,18,2,2,15,14,47,"Mixed_Anxiety"
8,291,2,29,4,5,18,18,33,"Mixed_Anxiety"
25,206,2,18,3,2,10,13,25,"Mixed_Anxiety"
20,206,2,26,2,5,4,12,11,"No_Anxiety"
30,154,2,18,3,3,10,20,33,"Mixed_Anxiety"
10,154,2,20,2,2,6,28,12,"No_Anxiety"
14,154,2,25,2,5,19,11,46,"Mixed_Anxiety"
32,206,2,21,2,2,15,16,7,"GAD"
15,206,2,18,3,3,9,21,26,"SAD"
30,154,2,21,1,2,1,21,14,"No_Anxiety"
15,309,1,26,1,1,16,15,30,"Mixed_Anxiety"
15,154,2,24,1,5,14,12,4,"GAD"
12,154,2,18,2,5,2,30,6,"No_Anxiety"
20,206,2,20,2,2,11,20,16,"GAD"
35,206,2,20,2,2,7,18,21,"SAD"
40,206,2,18,3,3,14,15,51,"Mixed_Anxiety"
20,309,2,19,2,2,5,19,26,"SAD"
21,154,2,19,1,3,0,19,26,"SAD"
18,309,2,19,2,5,6,14,40,"SAD"
35,349,2,20,2,2,17,10,48,"Mixed_Anxiety"
30,349,2,24,1,2,0,19,4,"No_Anxiety"
28,206,2,19,2,2,10,19,8,"GAD"
20,206,2,19,3,3,4,9,43,"SAD"
40,349,2,24,1,5,12,22,37,"Mixed_Anxiety"
48,349,2,19,2,2,4,5,4,"No_Anxiety"
18,154,2,19,2,2,10,24,14,"GAD"
4,154,2,25,1,1,6,21,16,"No_Anxiety"
27,309,1,19,2,2,1,25,17,"No_Anxiety"
5,309,2,20,2,2,5,30,15,"No_Anxiety"
6,206,2,32,1,2,7,20,34,"SAD"
10,154,2,28,1,1,3,19,16,"No_Anxiety"
10,154,2,22,2,2,12,12,28,"Mixed_Anxiety"
21,206,2,18,2,2,1,26,23,"SAD"
25,206,2,24,1,5,1,27,25,"SAD"
21,349,2,21,2,2,2,27,18,"No_Anxiety"
30,206,2,19,4,2,5,25,35,"SAD"
20,206,2,21,1,2,3,14,9,"No_Anxiety"
10,154,2,22,2,2,1,7,24,"SAD"
21,206,2,19,2,2,1,23,10,"No_Anxiety"
28,206,2,22,2,2,3,16,18,"No_Anxiety"
20,206,2,21,2,2,3,19,23,"SAD"
7,206,2,26,1,4,7,30,29,"SAD"
3,154,2,25,1,5,0,32,9,"No_Anxiety"
15,349,2,18,2,2,14,7,39,"Mixed_Anxiety"
14,309,2,23,2,2,5,14,10,"No_Anxiety"
20,285,2,22,2,2,13,10,32,"Mixed_Anxiety"
30,349,2,19,2,5,4,15,49,"SAD"
25,206,2,21,2,2,6,18,7,"No_Anxiety"
